id,label,effectiveTime,active,moduleId,definitionStatusId,observable_entity
248582003,Rhythm of respiration (observable entity),20020131,1,900000000000207008,900000000000074008,True
248565000,Respiratory effort (observable entity),20020131,1,900000000000207008,900000000000074008,True
248546008,Ease of respiration (observable entity),20020131,1,900000000000207008,900000000000074008,True
248557003,Chest movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
248558008,Symmetry of chest movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
248612000,Diaphragmatic dullness to percussion (observable entity),20020131,1,900000000000207008,900000000000074008,True
248610008,Hepatic dullness to percussion in chest (observable entity),20020131,1,900000000000207008,900000000000074008,True
248592006,Character of cough (observable entity),20020131,1,900000000000207008,900000000000074008,True
248598005,Sputum volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
248603002,Consistency of sputum (observable entity),20020131,1,900000000000207008,900000000000074008,True
248606005,Characteristic of movement of trachea (observable entity),20020131,1,900000000000207008,900000000000074008,True
248609003,Chest resonance to percussion (observable entity),20020131,1,900000000000207008,900000000000074008,True
248535005,Lump volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
248525004,Distance of rectal mass above anal margin (observable entity),20020131,1,900000000000207008,900000000000074008,True
248526003,Number of lumps (observable entity),20020131,1,900000000000207008,900000000000074008,True
248529005,Lump size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248530000,Diameter of lump (observable entity),20020131,1,900000000000207008,900000000000074008,True
248531001,Circumference of lump (observable entity),20020131,1,900000000000207008,900000000000074008,True
248532008,Length of lump (observable entity),20020131,1,900000000000207008,900000000000074008,True
248533003,Width of lump (observable entity),20020131,1,900000000000207008,900000000000074008,True
248472001,Body color (observable entity),20020131,1,900000000000207008,900000000000074008,True
248492008,Joint circumference (observable entity),20020131,1,900000000000207008,900000000000074008,True
248808008,Breast size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248815000,Surface characteristics of breast (observable entity),20020131,1,900000000000207008,900000000000074008,True
248821001,Position of nipple (observable entity),20020131,1,900000000000207008,900000000000074008,True
248823003,Nipple size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248789005,Quality of orgasm (observable entity),20020131,1,900000000000207008,900000000000074008,True
248805006,Symmetry of breasts (observable entity),20020131,1,900000000000207008,900000000000074008,True
248698002,Exocardial sounds (observable entity),20020131,1,900000000000207008,900000000000074008,True
248412009,Color of extremity (observable entity),20020131,1,900000000000207008,900000000000074008,True
248140009,Oral habits (observable entity),20020131,1,900000000000207008,900000000000074008,True
248148002,Facial expression (observable entity),20020131,1,900000000000207008,900000000000074008,True
248178006,Lip competence (observable entity),20020131,1,900000000000207008,900000000000074008,True
248175009,Upper lip size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248155000,Degree of personal cleanliness (observable entity),20020131,1,900000000000207008,900000000000074008,True
248159006,State of dress (observable entity),20020131,1,900000000000207008,900000000000074008,True
248167003,Facial appearance (observable entity),20020131,1,900000000000207008,900000000000074008,True
248168008,Facial profile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248092002,Eroticism (observable entity),20020131,1,900000000000207008,900000000000074008,True
248093007,Erotic interest (observable entity),20020131,1,900000000000207008,900000000000074008,True
248095000,Libido (observable entity),20020131,1,900000000000207008,900000000000074008,True
248336007,Pubis to ground height (observable entity),20020131,1,900000000000207008,900000000000074008,True
248337003,Height from demispan (observable entity),20020131,1,900000000000207008,900000000000074008,True
248338008,Height centile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248339000,Trend in height centile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248340003,Growth velocity centile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248343001,Weight trend (observable entity),20020131,1,900000000000207008,900000000000074008,True
248346009,Weight change (observable entity),20020131,1,900000000000207008,900000000000074008,True
248347000,Percentage change in weight (observable entity),20020131,1,900000000000207008,900000000000074008,True
248348005,Percentage weight gain (observable entity),20020131,1,900000000000207008,900000000000074008,True
248349002,Percentage weight loss (observable entity),20020131,1,900000000000207008,900000000000074008,True
248353000,Percentage of reference weight (observable entity),20020131,1,900000000000207008,900000000000074008,True
248354006,Percentage overweight (observable entity),20020131,1,900000000000207008,900000000000074008,True
248355007,Percentage underweight (observable entity),20020131,1,900000000000207008,900000000000074008,True
248335006,Sitting height (observable entity),20020131,1,900000000000207008,900000000000074008,True
248356008,Weight centile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248317002,Distribution of body fat loss (observable entity),20020131,1,900000000000207008,900000000000074008,True
248326004,Body measure (observable entity),20020131,1,900000000000207008,900000000000074008,True
248357004,Trend in weight centile (observable entity),20020131,1,900000000000207008,900000000000074008,True
248361005,Total body fat (observable entity),20020131,1,900000000000207008,900000000000074008,True
248396005,Head circumference with caput (observable entity),20020131,1,900000000000207008,900000000000074008,True
248400005,Jaw size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248383009,Fontanelle size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248362003,Lean body mass (observable entity),20020131,1,900000000000207008,900000000000074008,True
248363008,Fat-free mass (observable entity),20020131,1,900000000000207008,900000000000074008,True
248365001,Circumference measure (observable entity),20020131,1,900000000000207008,900000000000074008,True
248366000,Chest circumference (observable entity),20020131,1,900000000000207008,900000000000074008,True
248367009,Waist/hip ratio (observable entity),20020131,1,900000000000207008,900000000000074008,True
248368004,Elbow breadth (observable entity),20020131,1,900000000000207008,900000000000074008,True
248370008,Head size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248371007,Symmetry of skull (observable entity),20020131,1,900000000000207008,900000000000074008,True
248373005,Width of skull (observable entity),20020131,1,900000000000207008,900000000000074008,True
248378001,Height of skull (observable entity),20020131,1,900000000000207008,900000000000074008,True
248384003,Level of fontanelle (observable entity),20020131,1,900000000000207008,900000000000074008,True
248233002,Mental alertness (observable entity),20020131,1,900000000000207008,900000000000074008,True
248237001,Response to stimulus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248238006,Response to conversation (observable entity),20020131,1,900000000000207008,900000000000074008,True
248239003,Response to commands (observable entity),20020131,1,900000000000207008,900000000000074008,True
248240001,Response to pain (observable entity),20020131,1,900000000000207008,900000000000074008,True
248241002,Glasgow coma score (observable entity),20020131,1,900000000000207008,900000000000074008,True
248210003,Complexion (observable entity),20020131,1,900000000000207008,900000000000074008,True
248215008,Use of make-up (observable entity),20020131,1,900000000000207008,900000000000074008,True
248217000,State of consciousness and awareness (observable entity),20020131,1,900000000000207008,900000000000074008,True
248250000,Tendency to bleed (observable entity),20020131,1,900000000000207008,900000000000074008,True
248288003,General development (observable entity),20020131,1,900000000000207008,900000000000074008,True
248291003,Facial skeletal pattern (observable entity),20020131,1,900000000000207008,900000000000074008,True
248295007,Physique type (observable entity),20020131,1,900000000000207008,900000000000074008,True
248300009,Body fat observable (observable entity),20020131,1,900000000000207008,900000000000074008,True
248303006,Distribution of body fat (observable entity),20020131,1,900000000000207008,900000000000074008,True
248263006,Duration of sleep (observable entity),20020131,1,900000000000207008,900000000000074008,True
249482005,Swallowing pattern (observable entity),20020131,1,900000000000207008,900000000000074008,True
249447009,Position of vocal cord at rest (observable entity),20020131,1,900000000000207008,900000000000074008,True
249484006,Ease of swallowing (observable entity),20020131,1,900000000000207008,900000000000074008,True
249521002,Frequency of bowel action (observable entity),20020131,1,900000000000207008,900000000000074008,True
249522009,Awareness of bowel function (observable entity),20020131,1,900000000000207008,900000000000074008,True
249532002,Color of abdominal wall (observable entity),20020131,1,900000000000207008,900000000000074008,True
249412001,Color of gingivae (observable entity),20020131,1,900000000000207008,900000000000074008,True
249320000,Form of bridge of nose (observable entity),20020131,1,900000000000207008,900000000000074008,True
249325005,Form of tip of nose (observable entity),20020131,1,900000000000207008,900000000000074008,True
249335004,Form of nostril (observable entity),20020131,1,900000000000207008,900000000000074008,True
249312002,Ethnic form of nose (observable entity),20020131,1,900000000000207008,900000000000074008,True
249292000,Form of stream of urine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249293005,Strength of stream of urine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249298001,Consistency of urine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249299009,Contents of urine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249309000,Form of nose (observable entity),20020131,1,900000000000207008,900000000000074008,True
249401001,Moistness of oral mucosa (observable entity),20020131,1,900000000000207008,900000000000074008,True
249402008,Color of oral mucosa (observable entity),20020131,1,900000000000207008,900000000000074008,True
249350008,Contents of anterior nasal cavity (observable entity),20020131,1,900000000000207008,900000000000074008,True
249363002,Adenoids size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249379001,Tongue size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249542000,Abdominal muscle tone (observable entity),20020131,1,900000000000207008,900000000000074008,True
249691002,Form of sternum (observable entity),20020131,1,900000000000207008,900000000000074008,True
249694005,Form of ribs (observable entity),20020131,1,900000000000207008,900000000000074008,True
249707001,Form of spine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249666002,Form of neck (observable entity),20020131,1,900000000000207008,900000000000074008,True
249668001,Form of thorax (observable entity),20020131,1,900000000000207008,900000000000074008,True
249669009,General structure of thorax (observable entity),20020131,1,900000000000207008,900000000000074008,True
249676004,Anteroposterior diameter of chest (observable entity),20020131,1,900000000000207008,900000000000074008,True
249677008,Form of clavicle (observable entity),20020131,1,900000000000207008,900000000000074008,True
249748003,Arm length (observable entity),20020131,1,900000000000207008,900000000000074008,True
249749006,Form of hand (observable entity),20020131,1,900000000000207008,900000000000074008,True
249753008,Glove size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249719009,Effect of movement on spine deformity (observable entity),20020131,1,900000000000207008,900000000000074008,True
249725008,Form of scapula (observable entity),20020131,1,900000000000207008,900000000000074008,True
249730007,Form of pelvis and buttocks (observable entity),20020131,1,900000000000207008,900000000000074008,True
249735002,Form of limbs (observable entity),20020131,1,900000000000207008,900000000000074008,True
249736001,Form of arm (observable entity),20020131,1,900000000000207008,900000000000074008,True
249283003,Awareness of bladder function (observable entity),20020131,1,900000000000207008,900000000000074008,True
249583002,Position of kidney (observable entity),20020131,1,900000000000207008,900000000000074008,True
249587001,Sounds in abdomen (observable entity),20020131,1,900000000000207008,900000000000074008,True
249566006,Liver size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249551008,Abdominal percussion note feature (observable entity),20020131,1,900000000000207008,900000000000074008,True
249555004,Percussion dullness below costal margin (observable entity),20020131,1,900000000000207008,900000000000074008,True
249556003,Percussion dullness above pubis (observable entity),20020131,1,900000000000207008,900000000000074008,True
249634007,Patency of anus (observable entity),20020131,1,900000000000207008,900000000000074008,True
249636009,Appearance of anal orifice (observable entity),20020131,1,900000000000207008,900000000000074008,True
249640000,Integrity of anal sphincter (observable entity),20020131,1,900000000000207008,900000000000074008,True
249606000,Prostate size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249609007,Consistency of prostate (observable entity),20020131,1,900000000000207008,900000000000074008,True
249617004,Stool size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249618009,Consistency of stool (observable entity),20020131,1,900000000000207008,900000000000074008,True
249622004,Contents of stool (observable entity),20020131,1,900000000000207008,900000000000074008,True
249282008,Frequency of incontinence (observable entity),20020131,1,900000000000207008,900000000000074008,True
248995002,General shape of pelvis (observable entity),20020131,1,900000000000207008,900000000000074008,True
248998000,Distance between ischial tuberosities (observable entity),20020131,1,900000000000207008,900000000000074008,True
248999008,Position of ischial spines (observable entity),20020131,1,900000000000207008,900000000000074008,True
249000005,Distance between ischial spines (observable entity),20020131,1,900000000000207008,900000000000074008,True
249001009,Shape of sacral curve (observable entity),20020131,1,900000000000207008,900000000000074008,True
249002002,Shape of sacrosciatic notch (observable entity),20020131,1,900000000000207008,900000000000074008,True
249008003,Angle of subpubic arch (observable entity),20020131,1,900000000000207008,900000000000074008,True
249009006,Width of subpubic arch (observable entity),20020131,1,900000000000207008,900000000000074008,True
249010001,Anteroposterior diameter of pelvic outlet (observable entity),20020131,1,900000000000207008,900000000000074008,True
249011002,Diagonal conjugate of pelvis (observable entity),20020131,1,900000000000207008,900000000000074008,True
249003007,Width of sacrosciatic notch (observable entity),20020131,1,900000000000207008,900000000000074008,True
248991006,Number of live deliveries (observable entity),20020131,1,900000000000207008,900000000000074008,True
248990007,Duration of pregnancy at time of previous miscarriage (observable entity),20020131,1,900000000000207008,900000000000074008,True
248989003,Number of miscarriages (observable entity),20020131,1,900000000000207008,900000000000074008,True
248958002,Menstrual loss data (observable entity),20020131,1,900000000000207008,900000000000074008,True
248959005,Period - menstrual-data (observable entity),20020131,1,900000000000207008,900000000000074008,True
248960000,Cycle -menstrual - data (observable entity),20020131,1,900000000000207008,900000000000074008,True
248983002,Obstetric history (observable entity),20020131,1,900000000000207008,900000000000074008,True
248986005,Estimated date of conception (observable entity),20020131,1,900000000000207008,900000000000074008,True
248987001,Date symptom of pregnancy first noted (observable entity),20020131,1,900000000000207008,900000000000074008,True
249012009,Obstetric conjugate of pelvis (observable entity),20020131,1,900000000000207008,900000000000074008,True
249015006,Girth of pregnant abdomen (observable entity),20020131,1,900000000000207008,900000000000074008,True
249041000,Fetal movement strength (observable entity),20020131,1,900000000000207008,900000000000074008,True
249044008,Fetal heart rhythm (observable entity),20020131,1,900000000000207008,900000000000074008,True
249046005,Number of fetal hearts heard (observable entity),20020131,1,900000000000207008,900000000000074008,True
249049003,Volume of fetal heart sounds (observable entity),20020131,1,900000000000207008,900000000000074008,True
249050003,Fetus size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249053001,Relation of fetal size to dates (observable entity),20020131,1,900000000000207008,900000000000074008,True
249062004,Lie of fetus (observable entity),20020131,1,900000000000207008,900000000000074008,True
249040004,Fetal movement activity (observable entity),20020131,1,900000000000207008,900000000000074008,True
249016007,Height of uterine fundus (observable entity),20020131,1,900000000000207008,900000000000074008,True
249021005,Effacement of cervix (observable entity),20020131,1,900000000000207008,900000000000074008,True
249022003,Percentage effacement of cervix (observable entity),20020131,1,900000000000207008,900000000000074008,True
249023008,Bishop's score of cervix (observable entity),20020131,1,900000000000207008,900000000000074008,True
249027009,Application of cervix to presenting part (observable entity),20020131,1,900000000000207008,900000000000074008,True
248956003,Diameter of ovary (observable entity),20020131,1,900000000000207008,900000000000074008,True
248955004,Ovary size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248872005,Patency of vaginal introitus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248886009,Number of openings of vaginal fistula (observable entity),20020131,1,900000000000207008,900000000000074008,True
248940008,Cervical excitation (observable entity),20020131,1,900000000000207008,900000000000074008,True
248944004,Uterus size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248946002,Position of uterus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248948001,Version of uterus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248949009,Flexion of uterus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248951008,Mobility of uterus (observable entity),20020131,1,900000000000207008,900000000000074008,True
248926007,Parity of cervical os (observable entity),20020131,1,900000000000207008,900000000000074008,True
248908009,Pelvic muscle tone around vagina (observable entity),20020131,1,900000000000207008,900000000000074008,True
248913008,Uterine cervix size (observable entity),20020131,1,900000000000207008,900000000000074008,True
248918004,Length of uterine cervix (observable entity),20020131,1,900000000000207008,900000000000074008,True
248920001,Position of uterine cervix (observable entity),20020131,1,900000000000207008,900000000000074008,True
248924005,Patency of cervical os uteri (observable entity),20020131,1,900000000000207008,900000000000074008,True
249197004,Maternal condition during puerperium (observable entity),20020131,1,900000000000207008,900000000000074008,True
249198009,Condition and involution of uterus after childbirth (observable entity),20020131,1,900000000000207008,900000000000074008,True
249199001,Form of uterus after childbirth (observable entity),20020131,1,900000000000207008,900000000000074008,True
249204007,Internal condition of uterus after childbirth (observable entity),20020131,1,900000000000207008,900000000000074008,True
249209002,Rate of involution of uterus (observable entity),20020131,1,900000000000207008,900000000000074008,True
249212004,Quantity of lochia (observable entity),20020131,1,900000000000207008,900000000000074008,True
249214003,Color of lochia (observable entity),20020131,1,900000000000207008,900000000000074008,True
249194006,Length of umbilical cord (observable entity),20020131,1,900000000000207008,900000000000074008,True
249192005,Number of umbilical arteries (observable entity),20020131,1,900000000000207008,900000000000074008,True
249171005,Placenta size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249178004,Diameter of retroplacental clot (observable entity),20020131,1,900000000000207008,900000000000074008,True
249183007,Number of amnions in membranes (observable entity),20020131,1,900000000000207008,900000000000074008,True
249184001,Number of chorions in membranes (observable entity),20020131,1,900000000000207008,900000000000074008,True
249191003,Number of blood vessels in umbilical cord (observable entity),20020131,1,900000000000207008,900000000000074008,True
249193000,Number of umbilical veins (observable entity),20020131,1,900000000000207008,900000000000074008,True
249169005,Speed of delivery of placenta (observable entity),20020131,1,900000000000207008,900000000000074008,True
249222005,Neonatal condition (observable entity),20020131,1,900000000000207008,900000000000074008,True
249268008,Odor of smegma (observable entity),20020131,1,900000000000207008,900000000000074008,True
249270004,Quantity of smegma (observable entity),20020131,1,900000000000207008,900000000000074008,True
249278006,Ability to pass urine (observable entity),20020131,1,900000000000207008,900000000000074008,True
249260001,Retraction of foreskin (observable entity),20020131,1,900000000000207008,900000000000074008,True
249235001,Scrotum size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249237009,Position of testicle (observable entity),20020131,1,900000000000207008,900000000000074008,True
249241008,Testicle size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249245004,Penis size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249246003,Shape of penis (observable entity),20020131,1,900000000000207008,900000000000074008,True
249251009,Glans penis size (observable entity),20020131,1,900000000000207008,900000000000074008,True
249164000,Ability to push in labor (observable entity),20020131,1,900000000000207008,900000000000074008,True
249101006,Positions of breech presentation (observable entity),20020131,1,900000000000207008,900000000000074008,True
249111004,Engagement of head (observable entity),20020131,1,900000000000207008,900000000000074008,True
249119002,Date false contractions first detected (observable entity),20020131,1,900000000000207008,900000000000074008,True
249076003,Molding score (observable entity),20020131,1,900000000000207008,900000000000074008,True
249077007,Molding grade (observable entity),20020131,1,900000000000207008,900000000000074008,True
249165004,Progress of second stage of labor (observable entity),20020131,1,900000000000207008,900000000000074008,True
249120008,Onset of labor first stage (observable entity),20020131,1,900000000000207008,900000000000074008,True
249152008,Shortest interval between contractions (observable entity),20020131,1,900000000000207008,900000000000074008,True
249153003,Longest interval between contractions (observable entity),20020131,1,900000000000207008,900000000000074008,True
249156006,Level of presenting part in relation to ischial spines (observable entity),20020131,1,900000000000207008,900000000000074008,True
249160009,Onset of second stage of labor (observable entity),20020131,1,900000000000207008,900000000000074008,True
249163006,Onset of pushing (in labor) (observable entity),20020131,1,900000000000207008,900000000000074008,True
249121007,Relation of onset of labor to due date (observable entity),20020131,1,900000000000207008,900000000000074008,True
249123005,Onset of contractions (observable entity),20020131,1,900000000000207008,900000000000074008,True
249129009,Condition of amniotic fluid (observable entity),20020131,1,900000000000207008,900000000000074008,True
249133002,Consistency of liquor (observable entity),20020131,1,900000000000207008,900000000000074008,True
249140001,Progress of first stage of labor (observable entity),20020131,1,900000000000207008,900000000000074008,True
246847004,Movement of eyelid (observable entity),20020131,1,900000000000207008,900000000000074008,True
246795003,Degree of levator lift (observable entity),20020131,1,900000000000207008,900000000000074008,True
246796002,Eye meridian (observable entity),20020131,1,900000000000207008,900000000000074008,True
246797006,Eye meridian start point (observable entity),20020131,1,900000000000207008,900000000000074008,True
246820009,Position of eyelid (observable entity),20020131,1,900000000000207008,900000000000074008,True
246900007,General appearance of palpebral conjunctiva (observable entity),20020131,1,900000000000207008,900000000000074008,True
246917000,Position of eyeball (observable entity),20020131,1,900000000000207008,900000000000074008,True
246794004,Height of palpebral fissure (observable entity),20020131,1,900000000000207008,900000000000074008,True
246889007,General appearance of limbal conjunctiva (observable entity),20020131,1,900000000000207008,900000000000074008,True
246793005,Height of upper lid above pupil center (observable entity),20020131,1,900000000000207008,900000000000074008,True
246792000,Eye measure (observable entity),20020131,1,900000000000207008,900000000000074008,True
246724006,Position of pupil light reflex (observable entity),20020131,1,900000000000207008,900000000000074008,True
246716001,Ocular divergence (observable entity),20020131,1,900000000000207008,900000000000074008,True
246704007,Eye movement with one eye open (observable entity),20020131,1,900000000000207008,900000000000074008,True
246705008,Range of movement of one eye open (observable entity),20020131,1,900000000000207008,900000000000074008,True
246706009,Ocular convergence (observable entity),20020131,1,900000000000207008,900000000000074008,True
246707000,Convergence on approaching object (observable entity),20020131,1,900000000000207008,900000000000074008,True
246710007,Convergence near point (observable entity),20020131,1,900000000000207008,900000000000074008,True
246776005,Reflex eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246777001,Horizontal doll's head reflex (observable entity),20020131,1,900000000000207008,900000000000074008,True
246778006,Vertical doll's head reflex (observable entity),20020131,1,900000000000207008,900000000000074008,True
246785005,Associated movements on eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246786006,Movement of globe on eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246787002,Movement of lids on eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246788007,Movement of head on eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246790008,Sounds associated with eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
246760001,Micronystagmus (observable entity),20020131,1,900000000000207008,900000000000074008,True
246765006,Patterns of eye movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
247088007,Vitreous morphology (observable entity),20020131,1,900000000000207008,900000000000074008,True
247073002,Lens capsule clarity in pseudophakia (observable entity),20020131,1,900000000000207008,900000000000074008,True
247046003,Position of ciliary body (observable entity),20020131,1,900000000000207008,900000000000074008,True
247050005,Position of lens (observable entity),20020131,1,900000000000207008,900000000000074008,True
247053007,Cataract form (observable entity),20020131,1,900000000000207008,900000000000074008,True
247063004,Cataract maturity (observable entity),20020131,1,900000000000207008,900000000000074008,True
247166005,Status of macula in subtotal retinal detachment (observable entity),20020131,1,900000000000207008,900000000000074008,True
247104005,General appearance of retina (observable entity),20020131,1,900000000000207008,900000000000074008,True
247110005,Retinal artery appearance (observable entity),20020131,1,900000000000207008,900000000000074008,True
247116004,Retinal vein appearance (observable entity),20020131,1,900000000000207008,900000000000074008,True
246974002,Color of sclera (observable entity),20020131,1,900000000000207008,900000000000074008,True
246979007,Scleral vascularity (observable entity),20020131,1,900000000000207008,900000000000074008,True
246933002,Corneal epithelial staining pattern (observable entity),20020131,1,900000000000207008,900000000000074008,True
247026008,Position of iris (observable entity),20020131,1,900000000000207008,900000000000074008,True
247029001,Iris pigmentation (observable entity),20020131,1,900000000000207008,900000000000074008,True
247030006,Color of iris (observable entity),20020131,1,900000000000207008,900000000000074008,True
246692008,Eye movement with both eyes open (observable entity),20020131,1,900000000000207008,900000000000074008,True
246206008,Number of lesions (observable entity),20020131,1,900000000000207008,900000000000074008,True
246207004,Number of plaques (observable entity),20020131,1,900000000000207008,900000000000074008,True
246208009,Number of granulomas (observable entity),20020131,1,900000000000207008,900000000000074008,True
246209001,Number of abscesses (observable entity),20020131,1,900000000000207008,900000000000074008,True
246210006,Number of fetal deaths (observable entity),20020131,1,900000000000207008,900000000000074008,True
246211005,Number of previous pregnancies (observable entity),20020131,1,900000000000207008,900000000000074008,True
246212003,Number of foreign bodies (observable entity),20020131,1,900000000000207008,900000000000074008,True
246213008,Number of joints involved (observable entity),20020131,1,900000000000207008,900000000000074008,True
246214002,Number of tumors (observable entity),20020131,1,900000000000207008,900000000000074008,True
246109007,Stimulus current (observable entity),20020131,1,900000000000207008,900000000000074008,True
246116008,Lesion size (observable entity),20020131,1,900000000000207008,900000000000074008,True
246117004,Stone size (observable entity),20020131,1,900000000000207008,900000000000074008,True
246118009,Calculus size (observable entity),20020131,1,900000000000207008,900000000000074008,True
246120007,Nodule size (observable entity),20020131,1,900000000000207008,900000000000074008,True
246600005,Flip response (observable entity),20020131,1,900000000000207008,900000000000074008,True
246603007,Simulated rotation response (observable entity),20020131,1,900000000000207008,900000000000074008,True
246683005,Ocular head posture (observable entity),20020131,1,900000000000207008,900000000000074008,True
246693003,Range of movement of both eyes open (observable entity),20020131,1,900000000000207008,900000000000074008,True
246511009,Sensory threshold (observable entity),20020131,1,900000000000207008,900000000000074008,True
246518003,Stimulus voltage (observable entity),20020131,1,900000000000207008,900000000000074008,True
246466008,Detrusor function (observable entity),20020131,1,900000000000207008,900000000000074008,True
246435002,Number of fetuses (observable entity),20020131,1,900000000000207008,900000000000074008,True
246436001,Number of fetuses started with (observable entity),20020131,1,900000000000207008,900000000000074008,True
246437005,Number of fetuses reduced to (observable entity),20020131,1,900000000000207008,900000000000074008,True
246464006,Function (observable entity),20020131,1,900000000000207008,900000000000074008,True
246467004,Urethral function (observable entity),20020131,1,900000000000207008,900000000000074008,True
246569003,Function of specific cranial nerves (observable entity),20020131,1,900000000000207008,900000000000074008,True
246558001,Cerebral dominance (observable entity),20020131,1,900000000000207008,900000000000074008,True
246559009,Hand preference (observable entity),20020131,1,900000000000207008,900000000000074008,True
246560004,Foot preference (observable entity),20020131,1,900000000000207008,900000000000074008,True
246561000,Eye dominance (observable entity),20020131,1,900000000000207008,900000000000074008,True
247750002,Drive (observable entity),20020131,1,900000000000207008,900000000000074008,True
247751003,Sense of purpose (observable entity),20020131,1,900000000000207008,900000000000074008,True
247752005,Level of interest (observable entity),20020131,1,900000000000207008,900000000000074008,True
247756008,Initiative (observable entity),20020131,1,900000000000207008,900000000000074008,True
247659005,Use of imagination (observable entity),20020131,1,900000000000207008,900000000000074008,True
247660000,Independence of thought (observable entity),20020131,1,900000000000207008,900000000000074008,True
247888008,Awareness of self (observable entity),20020131,1,900000000000207008,900000000000074008,True
247889000,Sense of identity (observable entity),20020131,1,900000000000207008,900000000000074008,True
247891008,Self-esteem (observable entity),20020131,1,900000000000207008,900000000000074008,True
247331000,Ear sensations (observable entity),20020131,1,900000000000207008,900000000000074008,True
247291001,Attention to direct verbal communication (observable entity),20020131,1,900000000000207008,900000000000074008,True
247292008,Response to high frequency sounds (observable entity),20020131,1,900000000000207008,900000000000074008,True
247293003,Response to low frequency sounds (observable entity),20020131,1,900000000000207008,900000000000074008,True
247297002,Localization of sound source (observable entity),20020131,1,900000000000207008,900000000000074008,True
247298007,Localization of voice (observable entity),20020131,1,900000000000207008,900000000000074008,True
247310003,Lateralization of sound (observable entity),20020131,1,900000000000207008,900000000000074008,True
247376000,Beginning of painful arc (observable entity),20020131,1,900000000000207008,900000000000074008,True
247374002,Range of painful joint movement (observable entity),20020131,1,900000000000207008,900000000000074008,True
247375001,Arc of pain in joint (observable entity),20020131,1,900000000000207008,900000000000074008,True
247377009,End of painful arc (observable entity),20020131,1,900000000000207008,900000000000074008,True
247222003,Optic disc cup (observable entity),20020131,1,900000000000207008,900000000000074008,True
247225001,Optic cup/disc ratio (observable entity),20020131,1,900000000000207008,900000000000074008,True
247259002,Light reflex of tympanic membrane (observable entity),20020131,1,900000000000207008,900000000000074008,True
247239001,Auricle size (observable entity),20020131,1,900000000000207008,900000000000074008,True
247250003,Contents of ear canal (observable entity),20020131,1,900000000000207008,900000000000074008,True
247571009,General mental state (observable entity),20020131,1,900000000000207008,900000000000074008,True
247572002,"Intellect, function (observable entity)",20020131,1,900000000000207008,900000000000074008,True
247625006,Flow of thought (observable entity),20020131,1,900000000000207008,900000000000074008,True
247626007,Speed of thought (observable entity),20020131,1,900000000000207008,900000000000074008,True
247639006,Clarity of thought (observable entity),20020131,1,900000000000207008,900000000000074008,True
247642000,Thought process (observable entity),20020131,1,900000000000207008,900000000000074008,True
249770000,Ring size (observable entity),20020131,1,900000000000207008,900000000000074008,True
252105006,Number of metastases (observable entity),20020131,1,900000000000207008,900000000000074008,True
