id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
48550-8,Quality Audit Marker (QAM) panel,-,Pt,^Patient,-,,PANEL.SURVEY.QAM,Quality Audit Marker (QAM) panel,
50786-3,Date of entry,TmStp,Pt,^Patient,Qn,,SURVEY.CMS,Date of entry,
50787-1,Primary reason for assessment,Type,Pt,^Patient,Nom,MDS.full,SURVEY.MDS,Primary reason for assessment [Minimum Data Set (MDS) full],
50943-0,Reasons for assessment (full),-,Pt,^Patient,Set,,PANEL.SURVEY.MDS,Reasons for assessment (full) Set,
52451-2,Continuity assessment record and evaluation tool - master document - core and supplemental items,-,Pt,^Patient,-,,PANEL.SURVEY.CARE,Continuity Assessment Record and Evaluation (CARE) tool - Master Document - Core and Supplemental Items,
52454-6,Reason for assessment,Find,Pt,^Patient,Nom,,SURVEY.CMS,Reason for assessment,
52456-1,Assessment reference date,Date,Pt,^Patient,Qn,,SURVEY.CMS,Assessment reference date,
52458-7,Name,Pn,Pt,Provider,Nom,,SURVEY.CARE,Name Provider,
52459-5,CMS certification number,ID,Pt,Provider,Nom,,SURVEY.CARE,CMS certification number (CCN) Provider,
52469-4,Major treatments admitted &or discharged with panel,-,Pt,^Patient,-,,PANEL.SURVEY.CARE,Major treatments admitted/discharged with panel,
52471-0,Medications,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Medications,
52473-6,Allergy or cause of reaction,Find,Pt,^Patient,Nom,,SURVEY.CARE,Allergy or cause of reaction,
52477-7,Largest Ulcer Measurements,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Largest Ulcer Measurements,
52490-0,Temporal orientation - CARE,-,Pt,^Patient,-,,SURVEY.CARE,Temporal orientation - CARE,
52491-8,Brief interview for mental status,-,Pt,^Patient,-,BIMS,PANEL.SURVEY.BIMS,Brief interview for mental status [BIMS],
52493-4,Recall,-,Pt,^Patient,-,BIMS,PANEL.SURVEY.BIMS,Recall [BIMS],
52501-4,Pain Effect on Function during last 2D,-,2D,^Patient,-,,SURVEY.CARE,Pain Effect on Function during last 2 days,
52510-5,Respiratory status,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Respiratory status,
52552-7,Falls in the past Y,Hx,1Y,^Patient,Ord,,SURVEY.CMS,Falls in the past year,
52556-8,Payment sources,Type,Pt,^Patient,Nom,,SURVEY.CMS,Payment sources,
52731-7,Repetition of three words,Num,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Repetition of three words # [BIMS],
52732-5,Temporal orientation - current year,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Temporal orientation - current year [BIMS],
52733-3,Temporal orientation - current month,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Temporal orientation - current month [BIMS],
52735-8,Recall - sock,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Recall - sock [BIMS],
52736-6,Recall - blue,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Recall - blue [BIMS],
52737-4,Recall - bed,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Recall - bed [BIMS],
52799-4,Major treatments used on or 1D prior to day of death panel,-,Pt,^Patient,-,,PANEL.SURVEY.CARE,Major treatments used on or 1 day prior to day of death panel,
52801-8,Major treatments admitted with panel,-,Pt,^Patient,-,,PANEL.SURVEY.CARE,Major treatments admitted with panel,
52826-5,Nursing management minimum data set panel,-,Pt,Facility,-,NMMDS,PANEL.SURVEY.NMMDS,Nursing Management Minimum Data Set panel [NMMDS],
52827-3,Facility unique identifier panel,-,Pt,Facility,-,NMMDS,PANEL.SURVEY.NMMDS,Facility unique identifier panel [NMMDS],
52828-1,Federal provider name,ID,Pt,Facility,Nom,,SURVEY.NMMDS,Federal provider name Facility,
52829-9,Place of service,Type,Pt,Facility,Nom,,SURVEY.NMMDS,Place of service,
52830-7,"State, district or territory federal abbreviation",Loc,Pt,Facility,Nom,,SURVEY.NMMDS,"State, district or territory federal abbreviation Facility",
52832-3,Survey reporting period start date,Date,Pt,Facility,Qn,,SURVEY.NMMDS,Survey reporting period start date Facility,
52833-1,Survey reporting period end date,Date,Pt,Facility,Qn,,SURVEY.NMMDS,Survey reporting period end date Facility,
52834-9,Nursing delivery unit or service panel,-,Pt,Facility,-,NMMDS,PANEL.SURVEY.NMMDS,Nursing delivery unit or service panel [NMMDS],
52835-6,Nursing unit name,ID,Pt,{Nursing unit},Nom,,SURVEY.NMMDS,Nursing unit name,
52836-4,Nursing unit cost center,ID,Pt,Nursing unit,Nom,,SURVEY.NMMDS,Nursing unit cost center,
52837-2,Type of nursing unit or service,Type,Pt,Nursing unit,Nom,NDNQI,SURVEY.NMMDS,Type of nursing unit or service [NDNQI],
52838-0,Population distribution panel,-,Pt,{Type of nursing unit or service},-,NMMDS,PANEL.SURVEY.NMMDS,Population distribution panel [NMMDS],
52839-8,Total patient population,Num,Pt,{Type of nursing unit or service},Qn,,SURVEY.NMMDS,Total patient population #,
52840-6,Total population of fetal age,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of fetal age Population,
52841-4,Total population of age birth to 28D,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age birth to 28 days Population,
52842-2,Total population of age 29D to 1Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 29 days to 1 year Population,
52843-0,Total population of age 1-4Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 1-4 years Population,
52844-8,Total population of age 5-9Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 5-9 years Population,
52845-5,Total population of age 10-14Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 10-14 years Population,
52846-3,Total population of age 15-19Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 15-19 years Population,
52847-1,Total population of age 20-24Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 20-24 years Population,
52848-9,Total population of age 25-29Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 25-29 years Population,
52849-7,Total population of age 30-34Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 30-34 years Population,
52850-5,Total population of age 35-39Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 35-39 years Population,
52851-3,Total population of age 40-44Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 40-44 years Population,
52852-1,Total population of age 45-49Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 45-49 years Population,
52853-9,Total population of age 50-54Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 50-54 years Population,
52854-7,Total population of age 55-59Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 55-59 years Population,
52855-4,Total population of age 60-64Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 60-64 years Population,
52856-2,Total population of age 65-69Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 65-69 years Population,
52857-0,Total population of age 70-74Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 70-74 years Population,
52858-8,Total population of age 75-79Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 75-79 years Population,
52859-6,Total population of age 80-84Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age 80-84 years Population,
52860-4,Total population of age GE 85Y,NFr,Pt,{Nursing unit}^Population,Qn,,SURVEY.NMMDS,Total population of age GE 85 years Population,
52861-2,Catchment area panel,-,Pt,{Nursing unit}^Population,-,NMMDS,PANEL.SURVEY.NMMDS,Catchment area panel [NMMDS] Population,
52862-0,Neighborhood catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Neighborhood catchment area Population [Estimated],
52863-8,City or town catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,City or town catchment area Population [Estimated],
52864-6,District catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,District catchment area Population [Estimated],
52865-3,County catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,County catchment area Population [Estimated],
52866-1,Parish catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Parish catchment area Population [Estimated],
52867-9,State catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,State catchment area Population [Estimated],
52868-7,Region catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Region catchment area Population [Estimated],
52869-5,Nation catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Nation catchment area Population [Estimated],
52870-3,World catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,World catchment area Population [Estimated],
52871-1,Aerospace catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Aerospace catchment area Population [Estimated],
52872-9,Nautical catchment area,NFr,Pt,{Nursing unit}^Population,Qn,Estimated,SURVEY.NMMDS,Nautical catchment area Population [Estimated],
54112-8,Cause of death,Find,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Cause of death Family member [USSG-FHT],
54113-6,Age range at death,Type,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Age range at death Family member [USSG-FHT],
54114-4,Family member health history,-,Pt,^Family member,-,USSG-FHT,PANEL.SURVEY.USSGFHT,Family member health history [USSG-FHT] Family member,
54115-1,Age range at onset of disease,Type,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Age range at onset of disease Family member [USSG-FHT],
54116-9,History of diseases,Hx,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,History of diseases Family member [USSG-FHT],
54117-7,Diseases history panel,-,Pt,^Family member,-,USSG-FHT,PANEL.SURVEY.USSGFHT,Diseases history panel [USSG-FHT] Family member,
54118-5,Parents related,Arb,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Parents related Family member [USSG-FHT],
54119-3,Race,Type,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Race Family member [USSG-FHT],
54120-1,Ethnicity,Type,Pt,^Family member,Nom,USSG-FHT,SURVEY.USSGFHT,Ethnicity Family member [USSG-FHT],
54121-9,Twin,Arb,Pt,^Family member,Ord,,SURVEY.USSGFHT,Twin Family member,
54122-7,Adopted,Arb,Pt,^Family member,Nom,,SURVEY.USSGFHT,Adopted Family member,
54124-3,Birth date,Date,Pt,^Family member,Qn,,SURVEY.USSGFHT,Birth date Family member,
54126-8,My health history,-,Pt,^Patient,-,USSG-FHT,PANEL.SURVEY.USSGFHT,My health history [USSG-FHT],
54127-6,US Surgeon General family health portrait,-,Pt,^Patient,-,USSG-FHT,PANEL.SURVEY.USSGFHT,US Surgeon General family health portrait [USSG-FHT],
54128-4,Adopted,Arb,Pt,^Patient,Nom,,SURVEY.USSGFHT,Adopted,
54130-0,Age range at onset of disease,Type,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,Age range at onset of disease [USSG-FHT],
54131-8,Sex,Type,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,Sex [USSG-FHT],
54132-6,Twin,Arb,Pt,^Patient,Ord,,SURVEY.USSGFHT,Twin,
54133-4,Ethnicity,Type,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,Ethnicity [USSG-FHT],
54134-2,Race,Type,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,Race [USSG-FHT],
54135-9,Parents related,Arb,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,Parents related [USSG-FHT],
54137-5,Diseases history panel,-,Pt,^Patient,-,USSG-FHT,PANEL.SURVEY.USSGFHT,Diseases history panel [USSG-FHT],
54138-3,Name,Pn,Pt,^Family member,Nom,,SURVEY.USSGFHT,Name Family member,
54139-1,Living,Arb,Pt,^Family member,Ord,,SURVEY.USSGFHT,Living Family member,
54140-9,History of diseases,Hx,Pt,^Patient,Nom,USSG-FHT,SURVEY.USSGFHT,History of diseases [USSG-FHT],
54141-7,Current age,Time,Pt,^Family member,Qn,USSG-FHT,SURVEY.USSGFHT,Current age Family member [USSG-FHT],
54501-2,Identification information,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Identification information,
54502-0,Assessment &or tracking type,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Assessment/tracking type,
54503-8,Legal name of patient,-,Pt,^Patient,-,,PANEL.SURVEY.CMS,Legal name of patient,
54505-3,Language,-,Pt,^Patient,-,,PANEL.SURVEY.CMS,Language,
54506-1,Optional resident items,-,Pt,^Patient,-,,PANEL.SURVEY.CMS,Optional resident items,
54507-9,Medicare stay,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Medicare stay [CMS Assessment],
54508-7,"Hearing, speech, and vision",-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,"Hearing, speech, and vision [CMS Assessment]",
54509-5,Cognitive patterns,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Cognitive patterns,
54510-3,"Temporal orientation (orientation to year, month, and day)",-,Pt,^Patient,-,BIMS,PANEL.SURVEY.CMS,"Temporal orientation (orientation to year, month, and day) [BIMS]",
54511-1,Behavior,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Behavior,
54512-9,Psychosis in last 7D,-,7D,^Patient,-,,PANEL.SURVEY.MDS,Psychosis in last 7 days,
54513-7,Behavioral symptoms,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Behavioral symptoms,
54514-5,Behavioral symptom - presence & frequency,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Behavioral symptom - presence and frequency during assessment period [CMS Assessment],
54515-2,Impact on resident,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Impact on resident during assessment period [CMS Assessment],
54516-0,Impact on others,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Impact on others during assessment period [CMS Assessment],
54517-8,Wandering - impact,-,7D,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Wandering - impact [CMS Assessment],
54518-6,Preferences for customary routine and activities,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Preferences for customary routine and activities,
54519-4,Interview for daily preferences,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Interview for daily preferences [CMS Assessment],
54520-2,Interview for activity preferences,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Interview for activity preferences [CMS Assessment],
54521-0,Staff assessment of daily and activity preferences,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Staff assessment of daily and activity preferences,
54522-8,Functional status,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Functional status,
54523-6,Activities of Daily Living (ADL) assistance in last 7D,-,7D,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Activities of Daily Living (ADL) Assistance in last 7 days [CMS Assessment],
54524-4,Balance during transitions and walking,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Balance during transitions and walking during assessment period [CMS Assessment],
54525-1,Functional limitation in range of motion,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Functional limitation in range of motion [CMS Assessment],
54526-9,Mobility devices,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Mobility devices,
54527-7,Functional rehabilitation potential,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Functional rehabilitation potential [CMS Assessment],
54528-5,Bladder and bowel,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Bladder and bowel,
54529-3,Appliances,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Appliances,
54530-1,Urinary toileting program,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Urinary toileting program [CMS Assessment],
54531-9,Active disease diagnosis,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Active disease diagnosis,
54532-7,Cancer,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Cancer,
54533-5,Heart &or circulation,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Heart/circulation,
54534-3,Gastrointestinal,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Gastrointestinal,
54535-0,Genitourinary,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Genitourinary,
54536-8,Infections,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Infections,
54537-6,Metabolic,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Metabolic,
54538-4,Musculoskeletal,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Musculoskeletal,
54539-2,Neurological,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Neurological,
54540-0,Nutritional,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Nutritional,
54541-8,Psychiatric &or mood disorder,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Psychiatric/mood disorder,
54542-6,Pulmonary,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Pulmonary,
54543-4,Vision,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Vision,
54544-2,None of above active diagnoses,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,None of above active diagnoses,
54545-9,Additional diagnoses,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Additional diagnoses,
54546-7,Additional ICD diagnosis 1 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 1 in last 7 days,
54547-5,Additional ICD diagnosis 2 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 2 in last 7 days,
54548-3,Additional ICD diagnosis 3 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 3 in last 7 days,
54549-1,Additional ICD diagnosis 4 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 4 in last 7 days,
54550-9,Additional ICD diagnosis 5 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 5 in last 7 days,
54551-7,Additional ICD diagnosis 6 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 6 in last 7 days,
54552-5,Additional ICD diagnosis 7 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 7 in last 7 days,
54553-3,Additional ICD diagnosis 8 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 8 in last 7 days,
54554-1,Additional ICD diagnosis 9 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 9 in last 7 days,
54555-8,Additional ICD diagnosis 10 in last 7D,Prid,7D,^Patient,Nom,,SURVEY.MDS,Additional ICD diagnosis 10 in last 7 days,
54556-6,Health conditions,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Health conditions,
54557-4,Pain management,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Pain management during assessment period [CMS Assessment],
54558-2,Pain assessment interview,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Pain assessment interview during assessment period [CMS Assessment],
54559-0,Pain effect on function,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Pain effect on function during assessment period [CMS Assessment],
54560-8,Pain intensity,-,RptPeriod,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Pain intensity during assessment period [CMS Assessment],
54561-6,Staff assessment for pain,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Staff assessment for pain,
54562-4,Indicators of pain or possible pain,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Indicators of pain or possible pain,
54563-2,Other health conditions,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Other health conditions,
54564-0,Shortness of breath,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Shortness of breath,
54565-7,Swallowing &or nutritional status,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Swallowing/nutritional status,
54566-5,Swallowing disorder,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Swallowing disorder,
54567-3,Height and weight,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Height and weight,
54568-1,Nutritional approaches panel,-,Pt,^Patient,-,CMS Assessment,PANEL.SURVEY.CMS,Nutritional approaches panel [CMS Assessment],
54569-9,Percent intake by artificial route,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Percent intake by artificial route,
54570-7,Oral &or dental status,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Oral/dental status,
54571-5,Dental,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Dental,
54572-3,Skin conditions,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Skin conditions,
54573-1,Determination of pressure injury risk,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Determination of pressure injury risk,
54574-9,Presence of pressure injury,-,Pt,^Patient,-,,SURVEY.MDS,Presence of pressure injury,
54575-6,Current number of unhealed (non-epithelialized) pressure injuries at each stage,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Current number of unhealed (non-epithelialized) pressure injuries at each stage,
54576-4,Pressure injuries - stage 2,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Pressure injuries - stage 2,
54577-2,Pressure injuries - stage 3,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Pressure injuries - stage 3,
54578-0,Pressure injuries - stage 4,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Pressure injuries - stage 4,
54579-8,Pressure injuries - unstageable due to non-removable dressing,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Pressure injuries - unstageable due to non-removable dressing,
54580-6,Minimum Data Set - version 3.0,-,Pt,^Patient,-,,PANEL.SURVEY.MDS,Minimum Data Set - version 3.0,
54582-2,Provider type,Type,Pt,Provider,Nom,MDSv3,SURVEY.MDS,Provider type [MDSv3],
54583-0,Federal OBRA reason for assessment,Type,Pt,^Patient,Nom,CMS Assessment,SURVEY.CMS,Federal OBRA reason for assessment [CMS Assessment],
54584-8,PPS Assessment,Type,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,PPS Assessment [CMS Assessment],
54585-5,PPS Other Medicare Required Assessment - OMRA,Find,Pt,^Patient,Nom,CMS Assessment,SURVEY.CMS,PPS Other Medicare Required Assessment - OMRA [CMS Assessment],
54587-1,First assessment since the most recent admission &or reentry,Find,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,First assessment since the most recent admission/reentry [CMS Assessment],
54589-7,Preadmission Screening and Resident Review (PASRR),Find,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,Preadmission Screening and Resident Review (PASRR) [CMS Assessment],
54590-5,Entry type,Type,Pt,^Patient,Nom,CMS Assessment,SURVEY.CMS,Entry type [CMS Assessment],
54591-3,Admitted from,Type,Pt,Facility,Nom,MDSv3,SURVEY.MDS,Admitted from Facility [MDSv3],
54592-1,Previous assessment reference date for significant correction,Date,Pt,^Patient,Qn,CMS Assessment,SURVEY.CMS,Previous assessment reference date for significant correction [CMS Assessment],
54593-9,Assessment reference date - observation end date,Date,Pt,^Patient,Qn,CMS Assessment,SURVEY.CMS,Assessment reference date - observation end date [CMS Assessment],
54594-7,Medicare-covered stay since the most recent entry,Find,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,Medicare-covered stay since the most recent entry [CMS Assessment],
54595-4,Start date of most recent Medicare stay,Date,Pt,^Patient,Qn,CMS Assessment,SURVEY.CMS,Start date of most recent Medicare stay [CMS Assessment],
54596-2,End date of most recent Medicare stay,Date,Pt,^Patient,Qn,CMS Assessment,SURVEY.CMS,End date of most recent Medicare stay [CMS Assessment],
54597-0,Comatose,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Comatose during assessment period [CMS Assessment],
54598-8,Hearing.ability to hear in last 7D,Find,7D,^Patient,Ord,CMS Assessment,SURVEY.CMS,Hearing.ability to hear in last 7 days [CMS Assessment],
54599-6,Hearing aid used during assessment period,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Hearing aid used during assessment period [CMS Assessment],
54600-2,Speech clarity.description of speech pattern,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Speech clarity.description of speech pattern during assessment period [CMS Assessment],
54601-0,Express ideas and wants in last 7D,Find,7D,^Patient,Ord,CMS Assessment,SURVEY.CMS,Express ideas and wants in last 7 days [CMS Assessment],
54602-8,Understanding verbal content,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Understanding verbal content during assessment period [CMS Assessment],
54603-6,Vision.ability to see in adequate light in last 7D,Find,7D,^Patient,Ord,CMS Assessment,SURVEY.CMS,Vision.ability to see in adequate light in last 7 days [CMS Assessment],
54604-4,Corrective lenses used,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Corrective lenses used during assessment period [CMS Assessment],
54605-1,Brief interview for mental status should be conducted,Find,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,Brief Interview for Mental Status (BIMS) should be conducted [CMS Assessment],
54606-9,Repetition of three words,Find,Pt,^Patient,Ord,MDSv3,SURVEY.MDS,Repetition of three words [MDSv3],
54609-3,Temporal orientation - current day of the week,Find,Pt,^Patient,Ord,BIMS,SURVEY.CMS,Temporal orientation - current day of the week [BIMS],
54610-1,Recall,-,Pt,^Patient,-,MDSv3,SURVEY.MDS,Recall [MDSv3],
54614-3,Brief interview for mental status - summary score,Score,Pt,^Patient,Qn,BIMS,SURVEY.CMS,Brief Interview for Mental Status - summary score [BIMS],
54615-0,Should staff assessment for mental status be conducted,Find,Pt,^Patient,Ord,CMS Assessment,SURVEY.CMS,Should staff assessment for mental status be conducted [CMS Assessment],
54616-8,Short-term memory OK,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Short-term memory OK during assessment period [CMS Assessment],
54617-6,Long-term memory OK,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Long-term memory OK during assessment period [CMS Assessment],
54618-4,Memory &or recall ability,-,Pt,^Patient,-,MDSv3,PANEL.SURVEY.MDS,Memory/recall ability [MDSv3],
54619-2,Can recall current season in last 7D,Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,Can recall current season in last 7 days [MDSv3],
54620-0,Can recall location of own room in last 7D,Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,Can recall location of own room in last 7 days [MDSv3],
54621-8,Can recall staff names and faces in last 7D,Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,Can recall staff names and faces in last 7 days [MDSv3],
54622-6,Can recall that he or she is in a nursing home in last 7D,Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,Can recall that he or she is in a nursing home in last 7 days [MDSv3],
54623-4,None of the above were recalled in last 7D,Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,None of the above were recalled in last 7 days [MDSv3],
54624-2,Cognitive skills for daily decision making,Find,RptPeriod,^Patient,Ord,CMS Assessment,SURVEY.CMS,Cognitive skills for daily decision making during assessment period [CMS Assessment],
54626-7,Delirium,-,Pt,^Patient,-,MDSv3,PANEL.SURVEY.MDS,Delirium [MDSv3],
