id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
41338-5,Adduction.passive range of motion,Angle,Pt,Hip.right,Qn,,H&P.PX,Hip - right Adduction Passive Range of Motion Quantitative,Hip-R Adduction PROM Qn
41339-3,Internal rotation.active range of motion,Angle,Pt,Hip.right,Qn,,H&P.PX,Hip - right Internal rotation Active Range of Motion Quantitative,Hip-R Int Rot AROM Qn
41340-1,Internal rotation.passive range of motion,Angle,Pt,Hip.right,Qn,,H&P.PX,Hip - right Internal rotation Passive Range of Motion Quantitative,Hip-R Int Rot PROM Qn
41341-9,External rotation.active range of motion,Angle,Pt,Hip.right,Qn,,H&P.PX,Hip - right External rotation Active Range of Motion Quantitative,Hip-R Ext Rot AROM Qn
41342-7,External rotation.passive range of motion,Angle,Pt,Hip.right,Qn,,H&P.PX,Hip - right External rotation Passive Range of Motion Quantitative,Hip-R Ext Rot PROM Qn
41343-5,Flexion.active range of motion,Angle,Pt,Knee.left,Qn,,H&P.PX,Knee - left Flexion Active Range of Motion Quantitative,Knee-L Flx AROM Qn
41344-3,Flexion.passive range of motion,Angle,Pt,Knee.left,Qn,,H&P.PX,Knee - left Flexion Passive Range of Motion Quantitative,Knee-L Flx PROM Qn
41345-0,Extension.active range of motion,Angle,Pt,Knee.left,Qn,,H&P.PX,Knee - left Extension Active Range of Motion Quantitative,Knee-L Ext AROM Qn
41346-8,Extension.passive range of motion,Angle,Pt,Knee.left,Qn,,H&P.PX,Knee - left Extension Passive Range of Motion Quantitative,Knee-L Ext PROM Qn
41347-6,Flexion.active range of motion,Angle,Pt,Knee.right,Qn,,H&P.PX,Knee - right Flexion Active Range of Motion Quantitative,Knee-R Flx AROM Qn
41348-4,Flexion.passive range of motion,Angle,Pt,Knee.right,Qn,,H&P.PX,Knee - right Flexion Passive Range of Motion Quantitative,Knee-R Flx PROM Qn
41349-2,Extension.active range of motion,Angle,Pt,Knee.right,Qn,,H&P.PX,Knee - right Extension Active Range of Motion Quantitative,Knee-R Ext AROM Qn
41350-0,Extension.passive range of motion,Angle,Pt,Knee.right,Qn,,H&P.PX,Knee - right Extension Passive Range of Motion Quantitative,Knee-R Ext PROM Qn
41351-8,Flexion.active range of motion,Angle,Pt,Elbow.left,Qn,,H&P.PX,Elbow - left Flexion Active Range of Motion Quantitative,Elbow-L Flx AROM Qn
41352-6,Flexion.passive range of motion,Angle,Pt,Elbow.left,Qn,,H&P.PX,Elbow - left Flexion Passive Range of Motion Quantitative,Elbow-L Flx PROM Qn
41353-4,Extension.active range of motion,Angle,Pt,Elbow.left,Qn,,H&P.PX,Elbow - left Extension Active Range of Motion Quantitative,Elbow-L Ext AROM Qn
41354-2,Extension.passive range of motion,Angle,Pt,Elbow.left,Qn,,H&P.PX,Elbow - left Extension Passive Range of Motion Quantitative,Elbow-L Ext PROM Qn
41355-9,Flexion.active range of motion,Angle,Pt,Elbow.right,Qn,,H&P.PX,Elbow - right Flexion Active Range of Motion Quantitative,Elbow-R Flx AROM Qn
41356-7,Flexion.passive range of motion,Angle,Pt,Elbow.right,Qn,,H&P.PX,Elbow - right Flexion Passive Range of Motion Quantitative,Elbow-R Flx PROM Qn
41357-5,Extension.active range of motion,Angle,Pt,Elbow.right,Qn,,H&P.PX,Elbow - right Extension Active Range of Motion Quantitative,Elbow-R Ext AROM Qn
41358-3,Extension.passive range of motion,Angle,Pt,Elbow.right,Qn,,H&P.PX,Elbow - right Extension Passive Range of Motion Quantitative,Elbow-R Ext PROM Qn
41359-1,Active range of motion panel,Angle,Pt,^Patient,Qn,,PANEL.H&P,Active range of motion panel Quantitative,Active Range of Motion Pnl Qn
41360-9,Passive range of motion panel,Angle,Pt,^Patient,Qn,,PANEL.H&P,Passive range of motion panel Quantitative,Passive Range of Motion Pnl Qn
41361-7,Extension.active range of motion,Angle,Pt,Elbow,Qn,,H&P.PX,Elbow Extension Active Range of Motion Quantitative,Elbow Ext AROM Qn
41362-5,Extension.passive range of motion,Angle,Pt,Elbow,Qn,,H&P.PX,Elbow Extension Passive Range of Motion Quantitative,Elbow Ext PROM Qn
41363-3,Flexion.active range of motion,Angle,Pt,Elbow,Qn,,H&P.PX,Elbow Flexion Active Range of Motion Quantitative,Elbow Flx AROM Qn
41364-1,Flexion.passive range of motion,Angle,Pt,Elbow,Qn,,H&P.PX,Elbow Flexion Passive Range of Motion Quantitative,Elbow Flx PROM Qn
41365-8,Abduction.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Abduction Active Range of Motion Quantitative,Hip Abduction AROM Qn
41366-6,Abduction.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Abduction Passive Range of Motion Quantitative,Hip Abduction PROM Qn
41367-4,Adduction.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Adduction Active Range of Motion Quantitative,Hip Adduction AROM Qn
41368-2,Adduction.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Adduction Passive Range of Motion Quantitative,Hip Adduction PROM Qn
41369-0,Extension.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Extension Active Range of Motion Quantitative,Hip Ext AROM Qn
41370-8,Extension.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Extension Passive Range of Motion Quantitative,Hip Ext PROM Qn
41371-6,External rotation.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip External rotation Active Range of Motion Quantitative,Hip Ext Rot AROM Qn
41372-4,External rotation.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip External rotation Passive Range of Motion Quantitative,Hip Ext Rot PROM Qn
41373-2,Flexion.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Flexion Active Range of Motion Quantitative,Hip Flx AROM Qn
41374-0,Flexion.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Flexion Passive Range of Motion Quantitative,Hip Flx PROM Qn
41375-7,Internal rotation.active range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Internal rotation Active Range of Motion Quantitative,Hip Int Rot AROM Qn
41376-5,Internal rotation.passive range of motion,Angle,Pt,Hip,Qn,,H&P.PX,Hip Internal rotation Passive Range of Motion Quantitative,Hip Int Rot PROM Qn
41377-3,Extension.active range of motion,Angle,Pt,Knee,Qn,,H&P.PX,Knee Extension Active Range of Motion Quantitative,Knee Ext AROM Qn
41378-1,Extension.passive range of motion,Angle,Pt,Knee,Qn,,H&P.PX,Knee Extension Passive Range of Motion Quantitative,Knee Ext PROM Qn
41379-9,Flexion.active range of motion,Angle,Pt,Knee,Qn,,H&P.PX,Knee Flexion Active Range of Motion Quantitative,Knee Flx AROM Qn
41380-7,Flexion.passive range of motion,Angle,Pt,Knee,Qn,,H&P.PX,Knee Flexion Passive Range of Motion Quantitative,Knee Flx PROM Qn
41381-5,Abduction.active range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Abduction Active Range of Motion Quantitative,Should Abduction AROM Qn
41382-3,Abduction.passive range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Abduction Passive Range of Motion Quantitative,Should Abduction PROM Qn
41385-6,Extension.active range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Extension Active Range of Motion Quantitative,Should Ext AROM Qn
41386-4,Extension.passive range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Extension Passive Range of Motion Quantitative,Should Ext PROM Qn
41387-2,External rotation.active range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder External rotation Active Range of Motion Quantitative,Should Ext Rot AROM Qn
41388-0,External rotation.passive range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder External rotation Passive Range of Motion Quantitative,Should Ext Rot PROM Qn
41389-8,Flexion.active range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Flexion Active Range of Motion Quantitative,Should Flx AROM Qn
41390-6,Flexion.passive range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Flexion Passive Range of Motion Quantitative,Should Flx PROM Qn
41391-4,Internal rotation.active range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Internal rotation Active Range of Motion Quantitative,Should Int Rot AROM Qn
41392-2,Internal rotation.passive range of motion,Angle,Pt,Shoulder,Qn,,H&P.PX,Shoulder Internal rotation Passive Range of Motion Quantitative,Should Int Rot PROM Qn
41770-9,Views^W cholecystokinin+W radionuclide IV,Find,Pt,Abdomen>Gallbladder,Doc,NM,RAD,NM Gallbladder Views W cholecystokinin and W radionuclide IV,NM GB Views W CCK+RNC IV
41771-7,Views^W Tc-99m DMSA IV,Find,Pt,Abdomen>Kidney,Doc,NM,RAD,NM Kidney Views W Tc-99m DMSA IV,NM Kidney Views W Tc99mDMCA IV
41772-5,Multisection^W In-111 tagged WBC IV,Find,Pt,XXX>Bone,Doc,NM.SPECT,RAD,SPECT Bone W In-111 tagged WBC IV,SPECT Bone W In-111 WBC IV
41773-3,Views,Find,Pt,Head>Facial bones,Doc,XR.portable,RAD,Portable XR Facial bones Views,XR port Face Views
41774-1,View lateral,Find,Pt,Neck,Doc,XR.portable,RAD,Portable XR Neck Lateral,XR port Neck Lat
41775-8,View,Find,Pt,Pelvis,Doc,XR.portable,RAD,Portable XR Pelvis Single view,XR port Pelvis 1V
41776-6,Views AP + lateral frog,Find,Pt,Pelvis & Lower extremity.right>Hip,Doc,XR.portable,RAD,Portable XR Pelvis and Hip - right AP and Lateral frog,XR port Pelvis and Hip-R AP+Lat frog
41777-4,Views AP + lateral,Find,Pt,Lower extremity.right>Hip,Doc,XR.portable,RAD,Portable XR Hip - right AP and Lateral,XR port Hip-R AP+Lat
41778-2,Views,Find,Pt,Lower extremity.right>Femur,Doc,XR.portable,RAD,Portable XR Femur - right Views,XR port Femur-R Views
41779-0,Views,Find,Pt,Lower extremity.right>Knee,Doc,XR.portable,RAD,Portable XR Knee - right Views,XR port Knee-R Views
41782-4,Views,Find,Pt,Lower extremity.right>Ankle,Doc,XR.portable,RAD,Portable XR Ankle - right Views,XR port Ankle-R Views
41783-2,Views,Find,Pt,Upper extremity.right>Shoulder,Doc,XR.portable,RAD,Portable XR Shoulder - right Views,XR port Should-R Views
41784-0,Views,Find,Pt,Upper extremity.right>Humerus,Doc,XR.portable,RAD,Portable XR Humerus - right Views,XR port Humerus-R Views
41785-7,Views limited,Find,Pt,Upper extremity.right>Elbow,Doc,XR,RAD,XR Elbow - right Limited Views,XR Elbow-R Views Ltd
41786-5,Views,Find,Pt,Upper extremity.right>Elbow,Doc,XR.portable,RAD,Portable XR Elbow - right Views,XR port Elbow-R Views
41787-3,Views,Find,Pt,Upper extremity.right>Wrist,Doc,XR.portable,RAD,Portable XR Wrist - right Views,XR port Wrist-R Views
41788-1,Views,Find,Pt,Upper extremity.right>Hand,Doc,XR.portable,RAD,Portable XR Hand - right Views,XR port Hand-R Views
41789-9,Views limited,Find,Pt,Upper extremity.right>Hand,Doc,XR,RAD,XR Hand - right Limited Views,XR Hand-R Views Ltd
41790-7,View^during surgery,Find,Pt,Chest,Doc,XR,RAD,XR Chest Single view during surgery,XR Chest 1V in Surg
41791-5,Views,Find,Pt,Chest>Ribs.right,Doc,XR.portable,RAD,Portable XR Ribs - right Views,XR port Ribs-R Views
41792-3,Views R-oblique + L-oblique,Find,Pt,Chest,Doc,XR,RAD,XR Chest Right oblique and Left oblique,XR Chest R-Obl+L-Obl
41793-1,View^during surgery,Find,Pt,Abdomen,Doc,XR,RAD,XR Abdomen Single view during surgery,XR Abd 1V in Surg
41797-2,Views limited^W air contrast PR+W barium contrast PR,Find,Pt,Abdomen+Pelvis>Colon,Doc,RF,RAD,RF Colon Limited Views W air and barium contrast PR,RF Colon Views Ltd W Air+Ba PR
41798-0,Guidance for drainage+placement of drainage catheter,Find,Pt,Pelvis>Prostate,Doc,US,RAD,US Guidance for drainage and placement of drainage catheter of Prostate,US Guided Prostate Drain+cath place
41799-8,Guidance for placement of tube,Find,Pt,Abdomen>Liver,Doc,RF,RAD,RF Guidance for placement of tube in Liver,RF Guided Liver Tube place
41800-4,Guidance for drainage+placement of drainage catheter,Find,Pt,Head+Neck>Pharynx,Doc,RF,RAD,RF Guidance for drainage and placement of drainage catheter of Pharynx,RF Guided Pharynx Drain+cath place
41801-2,Guidance for placement of catheter^W contrast IV,Find,Pt,Abdomen>Portal vein,Doc,RF.angio,RAD,RFA Guidance for placement of catheter in Portal vein-- W contrast IV,RFA Guided Port v Cath place--W contr IV
41802-0,Guidance for biopsy,Find,Pt,Pelvis>Prostate,Doc,RF,RAD,RF Guidance for biopsy of Prostate,RF Guided Prostate Bx
41803-8,Guidance for percutaneous biopsy,Find,Pt,Breast,Doc,RF,RAD,RF Guidance for biopsy of Breast,RF Guided Brst Bx
41806-1,Multisection,Find,Pt,Abdomen,Doc,CT,RAD,CT Abdomen,CT Abd
41807-9,Multisection,Find,Pt,Head>Orbit,Doc,CT,RAD,CT Orbit,CT Orbit
41808-7,Multisection,Find,Pt,Head>Maxillofacial region,Doc,CT,RAD,CT Maxillofacial region,CT Maxillofacial
41809-5,Guidance for drainage+placement of drainage catheter,Find,Pt,Abdomen>Retroperitoneum,Doc,US,RAD,US Guidance for drainage and placement of drainage catheter of Retroperitoneum,US Guide Retroperitoneum Drn+cath place
41811-1,Views && view PA,Find,Pt,Chest>Ribs.bilateral && Chest,Doc,XR,RAD,XR Ribs - bilateral Views and Chest PA,XR Ribs-Bl Views + Chest PA
41812-9,Multisection limited,Find,Pt,Lower extremity>Lower extremity artery,Doc,US,RAD,US Lower extremity artery limited,US LE a Ltd
41813-7,Multisection limited,Find,Pt,Upper extremity>Upper extremity artery,Doc,US,RAD,US Upper extremity artery limited,US UE a Ltd
41814-5,Multisection,Find,Pt,Upper extremity.right>Upper extremity artery,Doc,US,RAD,US Upper extremity artery - right,US UE a-R
41815-2,Multisection,Find,Pt,Lower extremity.right>Lower extremity artery,Doc,US,RAD,US Lower extremity artery - right,US LE a-R
41816-0,Multisection,Find,Pt,Extremity.right>Extremity veins,Doc,US,RAD,US Extremity veins - right,US Extr vv-R
41817-8,Views AP + lateral,Find,Pt,Lower extremity.left>Hip,Doc,XR.portable,RAD,Portable XR Hip - left AP and Lateral,XR port Hip-L AP+Lat
41818-6,Views,Find,Pt,Lower extremity.left>Femur,Doc,XR.portable,RAD,Portable XR Femur - left Views,XR port Femur-L Views
41819-4,Views 2 + tunnel,Find,Pt,Lower extremity.left>Knee,Doc,XR,RAD,XR Knee - left 2 Views and Tunnel,XR Knee-L 2V+Tunnel
41820-2,Views,Find,Pt,Lower extremity.left>Knee,Doc,XR.portable,RAD,Portable XR Knee - left Views,XR port Knee-L Views
41823-6,Views,Find,Pt,Lower extremity.left>Ankle,Doc,XR.portable,RAD,Portable XR Ankle - left Views,XR port Ankle-L Views
41824-4,Views,Find,Pt,Upper extremity.left>Shoulder,Doc,XR.portable,RAD,Portable XR Shoulder - left Views,XR port Should-L Views
41825-1,Views,Find,Pt,Upper extremity.left>Humerus,Doc,XR.portable,RAD,Portable XR Humerus - left Views,XR port Humerus-L Views
41826-9,Views limited,Find,Pt,Upper extremity.left>Elbow,Doc,XR,RAD,XR Elbow - left Limited Views,XR Elbow-L Views Ltd
41827-7,Views,Find,Pt,Upper extremity.left>Elbow,Doc,XR.portable,RAD,Portable XR Elbow - left Views,XR port Elbow-L Views
41828-5,Views,Find,Pt,Upper extremity.left>Wrist,Doc,XR.portable,RAD,Portable XR Wrist - left Views,XR port Wrist-L Views
41829-3,Views,Find,Pt,Upper extremity.left>Hand,Doc,XR.portable,RAD,Portable XR Hand - left Views,XR port Hand-L Views
41830-1,Views limited,Find,Pt,Upper extremity.left>Hand,Doc,XR,RAD,XR Hand - left Limited Views,XR Hand-L Views Ltd
41831-9,Views,Find,Pt,Chest>Ribs.left,Doc,XR.portable,RAD,Portable XR Ribs - left Views,XR port Ribs-L Views
41832-7,Views && view PA,Find,Pt,Chest>Ribs.left && Chest,Doc,XR,RAD,XR Ribs - left Views and Chest PA,XR Ribs-L Views + Chest PA
41833-5,Multisection,Find,Pt,Upper extremity.left>Upper extremity artery,Doc,US,RAD,US Upper extremity artery - left,US UE a-L
41834-3,Multisection,Find,Pt,Lower extremity.left>Lower extremity artery,Doc,US,RAD,US Lower extremity artery - left,US LE a-L
41835-0,Multisection,Find,Pt,Extremity.left>Extremity veins,Doc,US,RAD,US Extremity veins - left,US Extr vv-L
41836-8,Views limited^W In-111 tagged WBC IV,Find,Pt,XXX>Bone,Doc,NM,RAD,NM Bone Limited Views W In-111 tagged WBC IV,NM Bone Views Ltd W In-111 WBC IV
41837-6,Multisection^W Tc-99m Arcitumomab IV,Find,Pt,Whole body,Doc,NM.SPECT,RAD,SPECT Whole body W Tc-99m Arcitumomab IV,SPECT Whole body W Tc99mCEA IV
41838-4,Multisection^W In-111 Satumomab IV,Find,Pt,Pelvis>Prostate,Doc,NM.SPECT,RAD,SPECT Prostate W In-111 Satumomab IV,SPECT Prostate W In-111 Satmb IV
41896-2,Class,Type,Pt,Glucose meter device,Nom,,DEVICES,Type of Glucose meter device,Glucose Mtr Dev Class
41897-0,Vendor device name,ID,Pt,Glucose meter device,Nom,,DEVICES,Glucose meter device Vendor name,Glucose Mtr Dev Vendor name
41899-6,Vendor serial number,ID,Pt,Glucose meter device,Nom,,DEVICES,Glucose meter device Vendor serial number,Glucose Mtr Dev Serial #
41900-2,Vendor software version,ID,Pt,Glucose meter device,Nom,,DEVICES,Glucose meter device Vendor software version,Glucose Mtr Dev Software vers
41901-0,Class,Type,Pt,Blood pressure device,Nom,,DEVICES,Type of Blood pressure device,BP device Class
41902-8,Vendor device model code,Prid,Pt,Blood pressure device,Nom,,DEVICES,Blood pressure device Vendor model code,BP device Model Cd
41903-6,Vendor software version,ID,Pt,Blood pressure device,Nom,,DEVICES,Blood pressure device Vendor software version,BP device Software vers
41904-4,Blood pressure measurement site,Anat,Pt,^Patient,Nom,,BP.ATOM,Blood pressure measurement site,BP measurement site
41905-1,Altitude,Len,Pt,^Patient,Qn,,BP.ATOM,Altitude,Altitude
41906-9,Vendor device name,ID,Pt,Weighing device,Nom,,DEVICES,Weighing device Vendor name,Weighing Device Vendor name
41907-7,Vendor device model code,ID,Pt,Weighing device,Nom,,DEVICES,Weighing device Vendor model code,Weighing Device Model Cd
41908-5,Vendor software version,ID,Pt,Weighing device,Nom,,DEVICES,Weighing device Vendor software version,Weighing Device Software vers
41910-1,Class,Type,Pt,Height device,Nom,,DEVICES,Type of Height device,Height Device Class
41911-9,Vendor device name,ID,Pt,Height device,Nom,,DEVICES,Height device Vendor name,Height Device Vendor name
41912-7,Vendor device model code,ID,Pt,Height device,Nom,,DEVICES,Height device Vendor model code,Height Device Model Cd
41913-5,Vendor serial number,ID,Pt,Height device,Nom,,DEVICES,Height device Vendor serial number,Height Device Serial #
41914-3,Class,Type,Pt,Blood coagulation device,Nom,,DEVICES,Type of Blood coagulation device,Blood Coagulation Device Class
41915-0,Vendor device name,ID,Pt,Blood coagulation device,Nom,,DEVICES,Blood coagulation device Vendor name,Blood Coagulation Device Vendor name
41916-8,Vendor device model code,Prid,Pt,Blood coagulation device,Nom,,DEVICES,Blood coagulation device Vendor model code,Blood Coagulation Device Model Cd
41917-6,Vendor serial number,ID,Pt,Blood coagulation device,Nom,,DEVICES,Blood coagulation device Vendor serial number,Blood Coagulation Device Serial #
41918-4,Vendor software version,ID,Pt,Blood coagulation device,Nom,,DEVICES,Blood coagulation device Vendor software version,Blood Coagulation Device Software vers
41919-2,Vendor software version,ID,Pt,Heart rate device,Nom,,DEVICES,Heart rate device Vendor software version,Hrt Rate Device Software vers
41920-0,Heart rate,NRat,1H^mean,XXX,Qn,,HRTRATE.TIMED.MOL,Heart rate 1 hour mean,Heart rate 1h Mean
41921-8,Heart rate,NRat,8H^mean,XXX,Qn,,HRTRATE.TIMED.MOL,Heart rate 8 hour mean,Heart rate 8h Mean
41922-6,Heart rate,NRat,10H^mean,XXX,Qn,,HRTRATE.TIMED.MOL,Heart rate 10 hour mean,Heart rate 10h Mean
41923-4,Heart rate,NRat,12H^mean,XXX,Qn,,HRTRATE.TIMED.MOL,Heart rate 12 hour mean,Heart rate 12h Mean
41924-2,Heart rate,NRat,24H^mean,XXX,Qn,,HRTRATE.TIMED.MOL,Heart rate 24 hour mean,Heart rate 24h Mean
41925-9,Class,Type,Pt,Oxygen saturation device,Nom,,DEVICES,Type of Oxygen saturation device,SaO2% Device Class
41926-7,Vendor device name,ID,Pt,Oxygen saturation device,Nom,,DEVICES,Oxygen saturation device Vendor name,SaO2% Device Vendor name
41927-5,Vendor device model code,ID,Pt,Oxygen saturation device,Nom,,DEVICES,Oxygen saturation device Vendor model code,SaO2% Device Model Cd
41928-3,Vendor serial number,ID,Pt,Oxygen saturation device,Nom,,DEVICES,Oxygen saturation device Vendor serial number,SaO2% Device Serial #
41929-1,Vendor software version,ID,Pt,Oxygen saturation device,Nom,,DEVICES,Oxygen saturation device Vendor software version,SaO2% Device Software vers
41930-9,Class,Type,Pt,Peak flow meter,Nom,,DEVICES,Type of Peak flow meter,PFM Class
41931-7,Vendor device name,ID,Pt,Peak flow meter,Nom,,DEVICES,Peak flow meter Vendor name,PFM Vendor name
41932-5,Vendor device model code,ID,Pt,Peak flow meter,Nom,,DEVICES,Peak flow meter Vendor model code,PFM Model Cd
41933-3,Vendor serial number,ID,Pt,Peak flow meter,Nom,,DEVICES,Peak flow meter Vendor serial number,PFM Serial #
41934-1,Vendor software version,ID,Pt,Peak flow meter,Nom,,DEVICES,Peak flow meter Vendor software version,PFM Software vers
41935-8,Peak flow measure duration,Time,*,Respiratory system.airway,Qn,Peak flow meter,PULM,Peak flow measure duration Respiratory system airway by Peak flow meter,Peak flow measure dur Airway PFM
41936-6,Class,Type,Pt,Insulin delivery device,Nom,,DEVICES,Type of Insulin delivery device,Insulin Delivery Device Class
41937-4,Vendor serial number,ID,Pt,Insulin delivery device,Nom,,DEVICES,Insulin delivery device Vendor serial number,Insulin Delivery Device Serial #
41946-5,Class,Type,Pt,Pedometer device,Nom,,DEVICES,Type of Pedometer device,Pedometer Device Class
41947-3,Vendor device name,ID,Pt,Pedometer device,Nom,,DEVICES,Pedometer device Vendor name,Pedometer Device Vendor name
41948-1,Vendor device model code,ID,Pt,Pedometer device,Nom,,DEVICES,Pedometer device Vendor model code,Pedometer Device Model Cd
41949-9,Vendor software version,ID,Pt,Pedometer device,Nom,,DEVICES,Pedometer device Vendor software version,Pedometer Device Software vers
41950-7,Number of steps,NRat,24H,^Patient,Qn,Measured,CLIN,Number of steps in 24 hour Measured,# steps 24h nRate Measured
41951-5,Number of steps,NRat,24H^mean,^Patient,Qn,Measured,CLIN,Number of steps in 24 hour mean Measured,# steps 24h Mean nRate Measured
41952-3,Number of steps,NRat,1W,^Patient,Qn,Measured,CLIN,Number of steps in 1 week Measured,# steps 1W nRate Measured
41953-1,Walking distance,Len,24H,^Patient,Qn,Calculated,CLIN,Walking distance 24 hour Calculated,Walk distance 24h Calc
41954-9,Walking distance,Len,24H^mean,^Patient,Qn,Calculated,CLIN,Walking distance 24 hour mean Calculated,Walk distance 24h Mean Calc
41955-6,Walking distance,Len,1W,^Patient,Qn,Calculated,CLIN,Distance walked in 1 week Calculated,Walk distance 1W Calc
41956-4,Walking speed,Vel,24H^max,^Patient,Qn,Calculated,CLIN,Walking speed 24 hour maximum Calculated,Walking Speed 24h Max Calc
41957-2,Walking speed,Vel,24H^mean,^Patient,Qn,Calculated,CLIN,Walking speed 24 hour mean Calculated,Walking Speed 24h Mean Calc
41958-0,Walking speed,Vel,1W^max,^Patient,Qn,Calculated,CLIN,Walking speed in the past week maximum Calculated,Walking Speed 1W Max Calc
41959-8,Walking speed,Vel,1W^mean,^Patient,Qn,Calculated,CLIN,Walking speed in the past week mean Calculated,Walking Speed 1W Mean Calc
41960-6,Class,Type,Pt,HbA1c measurement device,Nom,,DEVICES,Type of HbA1c measurement device,HbA1c Measurement Device Class
41961-4,Vendor device name,ID,Pt,HbA1c measurement device,Nom,,DEVICES,HbA1c measurement device Vendor name,HbA1c Measurement Device Vendor name
41962-2,Vendor device model code,ID,Pt,HbA1c measurement device,Nom,,DEVICES,HbA1c measurement device Vendor model code,HbA1c Measurement Device Model Cd
41963-0,Vendor serial number,ID,Pt,HbA1c measurement device,Nom,,DEVICES,HbA1c measurement device Vendor serial number,HbA1c Measurement Device Serial #
41964-8,Vendor software version,ID,Pt,HbA1c measurement device,Nom,,DEVICES,HbA1c measurement device Vendor software version,HbA1c Measurement Device Software vers
41965-5,Class,Type,Pt,Metabolism measurement device,Nom,,DEVICES,Type of Metabolism measurement device,Metab Measure Dev Class
41966-3,Vendor device name,ID,Pt,Metabolism measurement device,Nom,,DEVICES,Name of Metabolism measurement device,Metab Measure Dev Vendor name
41967-1,Vendor device model code,ID,Pt,Metabolism measurement device,Nom,,DEVICES,Metabolism measurement device Vendor model code,Metab Measure Dev Model Cd
41968-9,Vendor serial number,ID,Pt,Metabolism measurement device,Nom,,DEVICES,Metabolism measurement device Vendor serial number,Metab Measure Dev Serial #
41969-7,Vendor software version,ID,Pt,Metabolism measurement device,Nom,,DEVICES,Metabolism measurement device Vendor software version,Metab Measure Dev Software vers
41970-5,Type,ID,Pt,Metabolism measurement device,Nom,,DEVICES,Metabolism measurement device Type,Metab Measure Dev Type
41971-3,Total metabolism,Mass,24H,^Patient,Qn,,CLIN,Total metabolism [Mass] 24 hour,Total Metabolism 24h
41976-2,Vendor device name,ID,Pt,Insulin delivery device,Nom,,DEVICES,Insulin delivery device Vendor name,Insulin Delivery Device Vendor name
41977-0,Vendor software version,ID,Pt,Insulin delivery device,Nom,,DEVICES,Insulin delivery device Vendor software version,Insulin Delivery Device Software vers
41978-8,Vendor serial number,ID,Pt,Pedometer device,Nom,,DEVICES,Pedometer device Vendor serial number,Pedometer Device Serial #
41979-6,Calories burned,EngRat,24H,^Patient,Qn,Calculated,CLIN,Calories burned in 24 hour Calculated,Calories burned 24h Calc
41980-4,Calories burned,EngRat,1W,^Patient,Qn,Calculated,CLIN,Calories burned in 1 week Calculated,Calories burned 1W Calc
41981-2,Calories burned,EngRat,Pt,^Patient,Qn,,CLIN,Calories burned,Calories burned
41982-0,Body fat percentage,MFr,Pt,^Patient,Qn,Measured,BDYWGT.ATOM,Percentage of body fat Measured,Bdy fat % Measured
41983-8,Vendor device model code,ID,Pt,Insulin delivery device,Nom,,DEVICES,Insulin delivery device Vendor model code,Insulin Delivery Device Model Cd
42007-5,Views limited,Find,Pt,Head>Mastoid.bilateral,Doc,XR,RAD,XR Mastoid - bilateral Limited Views,XR Mastoid-Bl Views Ltd
42008-3,View^during surgery,Find,Pt,Upper extremity>Humerus,Doc,XR,RAD,XR Humerus Single view during surgery,XR Humerus 1V in Surg
42009-1,Views 2 + apical lordotic,Find,Pt,Chest,Doc,XR,RAD,XR Chest 2 Views and Apical lordotic,XR Chest 2V+Apical lord
42010-9,Views && view PA,Find,Pt,Chest>Ribs.right && Chest,Doc,XR,RAD,XR Ribs - right Views and Chest PA,XR Ribs-R Views + Chest PA
42011-7,View PA && View AP,Find,Pt,Chest && Abdomen,Doc,XR,RAD,XR Chest PA and Abdomen AP,XR Chest PA + Abd AP
42012-5,Views^W water soluble contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,RF,RAD,RF Gastrointestinal tract upper Views W water soluble contrast PO,RF UGI Views W H2O soluble contr PO
42014-1,Views^W contrast,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,RAD,RF Urinary bladder and Urethra Views W contrast,RF Bladder+Urethra Views W contr
